ID_Call,ID_Couple,Intruder,Owner,Sex,duration,element rate,peak freq(max),min freq(max),max freq(max),bandw(max),entropy(max),peak freq(mean),min freq(mean),max freq(mean),bandw(mean),entropy(mean),PC1,PC2,PC3,PC4,PC5
266,20,18,255,Female,0.0794,0.00184,30000,7000,58000,51000,0.346,23000,1000,82000,80000,0.428,-1.028329342,-0.917559012,-0.530644266,0.642855511,0.434663769
267,20,18,255,Female,0.0282,0.00699,38000,10000,76000,65000,0.356,38000,5000,76000,70000,0.38,-0.577865914,-0.170410726,0.313137232,1.688893711,-1.015335049
268,20,18,255,Female,0.08934,0.00094,14000,5000,41000,35000,0.29,14000,2000,67000,64000,0.362,-3.531181147,-0.897881314,-0.874332665,0.302943339,0.893982746
269,20,18,255,Female,0.08631,0.00092,11000,2000,60000,57000,0.284,13000,2000,74000,71000,0.402,-2.124468524,-1.602915943,-1.114346384,0.470418985,0.295197114
270,20,18,255,Female,0.1277,0.00076,16000,7000,61000,54000,0.347,14000,2000,87000,84000,0.452,-0.901997392,-1.419888427,-0.702026884,0.684506073,0.956989527
271,21,251,255,Female,0.09083,0.00093,57000,17000,74000,57000,0.321,55000,2000,82000,79000,0.41,0.452314473,0.800889965,-0.577465394,-0.83046051,-0.465638182
272,21,251,255,Female,0.06754,0.00351,54000,49000,61000,11000,0.157,51000,5000,90000,84000,0.307,-1.031156122,3.977686802,-1.796072059,1.182347584,1.366516156
273,21,251,255,Female,0.15547,0.00076,55000,14000,73000,58000,0.337,57000,4000,82000,77000,0.404,0.383607914,0.75724981,-0.325759366,-1.285477833,-0.220308494
274,21,251,255,Female,0.15001,0.00085,64000,30000,86000,55000,0.366,58000,4000,83000,79000,0.417,1.240172075,1.688925155,-0.054802665,-0.904290933,-0.23131834
275,22,231,224,Male,0.15095,0.00154,52000,13000,80000,67000,0.358,54000,2000,89000,86000,0.456,1.373294506,0.12563264,-0.193619913,-0.703754022,-0.154858576
276,22,231,224,Male,0.15342,0.00099,55000,16000,83000,67000,0.352,54000,2000,89000,86000,0.451,1.524553472,0.350993464,-0.341860954,-0.842905292,-0.190872359
277,22,231,224,Male,0.12117,0.00105,52000,5000,71000,65000,0.316,54000,4000,89000,84000,0.428,0.666282013,0.087188654,-0.639699825,-0.949984582,-0.409886761
278,22,231,224,Male,0.13632,0.00097,51000,7000,83000,76000,0.361,54000,2000,90000,87000,0.432,1.540040135,-0.318834049,-0.546070056,-0.969326048,-0.645552481
279,22,231,224,Male,0.05243,0.00116,58000,16000,82000,65000,0.344,57000,2000,90000,87000,0.432,1.424432234,0.580566378,-0.615624919,-0.480845864,-0.896141908
280,22,231,224,Male,0.08686,0.00144,7000,1000,64000,62000,0.309,55000,1000,90000,89000,0.437,-0.266603754,-1.161529169,-0.841310092,-0.373911253,0.099409878
281,22,231,224,Male,0.1399,0.00109,57000,7000,83000,76000,0.366,57000,2000,95000,92000,0.443,2.032744243,-0.160289876,-0.543404309,-0.961994606,-0.576772766
282,22,231,224,Male,0.14724,0.00102,57000,16000,79000,62000,0.325,57000,2000,89000,86000,0.433,1.263729633,0.657016878,-0.571964049,-0.933891147,-0.103496705
283,22,231,224,Male,0.0375,0.00416,51000,4000,87000,83000,0.369,48000,2000,93000,90000,0.449,1.819493628,-0.734686137,-0.2925823,0.64741718,-1.318792436
284,22,231,224,Male,0.05171,0.0043,54000,8000,86000,77000,0.357,52000,2000,92000,89000,0.443,1.734514103,-0.239467884,-0.24801635,0.546581145,-1.093281839
285,22,231,224,Male,0.20266,0.00085,52000,26000,68000,42000,0.277,54000,2000,89000,86000,0.427,0.44059387,1.488046832,-0.741258395,-0.805173368,1.210277818
286,22,231,224,Male,0.14856,0.0053,52000,4000,73000,68000,0.322,52000,2000,80000,77000,0.428,0.376140857,-0.200167384,0.167075925,0.05868509,-0.252919766
287,22,231,224,Male,0.14749,0.00525,52000,4000,74000,70000,0.325,52000,2000,80000,77000,0.428,0.450488604,-0.251041649,0.164164936,0.038547918,-0.329110412
288,22,231,224,Male,0.2679,0.00105,57000,4000,86000,82000,0.341,55000,1000,92000,90000,0.46,2.198698771,-0.518648752,-0.471127567,-1.587753802,0.164568805
289,22,231,224,Male,0.15705,0.00076,54000,19000,62000,43000,0.298,52000,1000,90000,89000,0.441,0.400605978,0.974464785,-0.702584608,-0.703804581,0.951486399
290,22,231,224,Male,0.15607,0.00109,20000,4000,60000,55000,0.286,21000,1000,89000,87000,0.437,-0.754227355,-1.243818131,-1.189832176,0.353607039,1.152442837
291,22,231,224,Male,0.15961,0.00075,23000,4000,71000,67000,0.358,23000,1000,82000,80000,0.434,-0.354123926,-1.568701775,-0.615222719,-0.069310542,0.383005384
292,22,231,224,Male,0.17497,0.0012,38000,4000,87000,83000,0.397,36000,1000,89000,87000,0.442,1.433065498,-1.407250535,-0.443311163,-0.416728677,-0.298442647
293,22,231,224,Male,0.15658,0.00127,52000,14000,79000,64000,0.343,52000,1000,90000,89000,0.449,1.359492711,0.16799555,-0.476437893,-0.674176463,0.09782007
294,22,231,224,Male,0.17651,0.00081,5000,1000,68000,67000,0.295,38000,1000,95000,93000,0.462,0.094012953,-1.653436935,-1.117013072,-0.206842405,0.925052886
295,22,231,224,Male,0.05661,0.00314,45000,26000,76000,49000,0.329,43000,2000,93000,90000,0.442,0.771488414,0.869660358,-0.48944697,1.072707255,0.230442181
296,22,231,224,Male,0.1777,0.00087,36000,20000,86000,65000,0.377,38000,2000,92000,89000,0.447,1.289651802,-0.167867711,-0.462415894,-0.07789869,0.426617028
297,22,231,224,Male,0.07603,0.0018,55000,13000,77000,64000,0.342,43000,2000,90000,87000,0.442,1.034069614,0.099222631,-0.577234783,0.066829249,-0.42037795
298,22,231,224,Male,0.1748,0.00101,54000,16000,80000,64000,0.36,39000,4000,90000,86000,0.436,1.133926684,0.242713599,-0.426150568,-0.370165021,0.164699159
299,23,224,231,Male,0.13683,0.00093,24000,17000,68000,51000,0.326,23000,2000,93000,90000,0.447,-0.084304677,-0.460628877,-0.919741881,0.711298702,1.107751841
300,23,224,231,Male,0.14054,0.00099,55000,26000,92000,65000,0.314,55000,5000,92000,86000,0.424,1.698601916,1.272747145,-0.718731805,-0.535558644,-0.333591388
301,23,224,231,Male,0.16716,0.00112,49000,11000,98000,86000,0.4,45000,1000,102000,101000,0.466,3.071205726,-0.7553585,-0.665217553,-0.278275511,-0.355097078
302,23,224,231,Male,0.1786,0.00072,60000,55000,68000,13000,0.181,58000,2000,90000,87000,0.449,0.239853458,3.882635773,-1.03826168,-0.159234398,2.224486048
303,23,224,231,Male,0.14702,0.00069,58000,7000,79000,71000,0.333,57000,2000,89000,86000,0.446,1.426178082,0.019226702,-0.552901689,-1.265174422,-0.4560067
304,23,224,231,Male,0.19575,0.00094,61000,33000,76000,42000,0.297,61000,2000,95000,92000,0.448,1.462438762,2.074010815,-0.587519514,-0.718086944,1.12202243
305,23,224,231,Male,0.1649,0.00082,54000,16000,77000,61000,0.335,55000,2000,89000,86000,0.442,1.169199498,0.525472059,-0.458405507,-0.967601684,0.123174921
306,23,224,231,Male,0.21482,0.00129,58000,16000,76000,60000,0.341,54000,2000,95000,92000,0.449,1.622044479,0.592733185,-0.433271936,-0.865141786,0.652013912
307,23,224,231,Male,0.18269,0.00066,55000,14000,76000,61000,0.334,57000,2000,93000,90000,0.446,1.427666127,0.494431104,-0.548927206,-1.104809792,0.295609177
308,23,224,231,Male,0.16644,0.00752,52000,7000,86000,79000,0.363,54000,1000,95000,93000,0.466,2.188515801,-0.432988787,0.397861773,1.0766886,-0.072190672
309,23,224,231,Male,0.15406,0.00082,54000,16000,70000,54000,0.349,54000,2000,92000,89000,0.446,1.015854499,0.605002762,-0.390950947,-0.788614258,0.39302706
310,23,224,231,Male,0.15044,0.0009,54000,49000,61000,11000,0.159,55000,4000,92000,87000,0.443,-0.313377228,3.674576529,-1.212698362,0.073734285,2.155246767
311,23,224,231,Male,0.19285,0.00084,55000,23000,79000,55000,0.344,42000,2000,95000,92000,0.436,1.412882609,0.745977131,-0.686634146,-0.295066902,0.799487557
312,23,224,231,Male,0.17429,0.00096,52000,8000,82000,73000,0.363,54000,2000,86000,83000,0.426,1.277231699,-0.190032587,-0.366326169,-1.214079465,-0.395308314
313,23,224,231,Male,0.24256,0.00099,52000,14000,87000,73000,0.355,52000,2000,95000,92000,0.451,2.114359815,0.040465764,-0.482121799,-1.025293273,0.386266029
314,23,224,231,Male,0.169,0.00117,61000,8000,87000,79000,0.389,58000,4000,96000,92000,0.446,2.380664005,0.011674165,-0.270230046,-1.074999295,-0.635388497
315,23,224,231,Male,0.19869,0.00092,58000,14000,90000,76000,0.371,57000,2000,95000,92000,0.447,2.419330305,0.173787461,-0.435944166,-1.097192634,-0.189372677
316,23,224,231,Male,0.14374,0.00095,49000,17000,77000,60000,0.38,49000,2000,95000,92000,0.442,1.414228854,0.275353967,-0.418258353,-0.398755831,0.211650063
317,23,224,231,Male,0.15594,0.00068,61000,13000,76000,62000,0.349,54000,2000,93000,90000,0.449,1.525549433,0.446324921,-0.492436213,-0.954247888,0.039524524
318,23,224,231,Male,0.18094,0.00067,183000,48000,199000,150000,0.354,48000,1000,96000,95000,0.469,9.87753049,2.65879847,-1.299743546,-1.1297234,-4.144507625
319,23,224,231,Male,0.11767,0.00082,29000,7000,79000,71000,0.368,57000,2000,90000,87000,0.44,0.961454039,-0.638883525,-0.43880568,-0.83057489,-0.438932533
320,23,224,231,Male,0.18077,0.00077,26000,5000,86000,80000,0.389,27000,1000,87000,86000,0.438,0.894067634,-1.706687916,-0.61408274,-0.167901567,0.016217025
321,24,256,89,Female,0.02252,0.00244,70000,30000,79000,48000,0.254,36000,4000,83000,79000,0.424,0.338700486,1.784934224,-0.884938402,0.84719471,-0.386944722
322,24,256,89,Female,0.48136,0.00144,19000,13000,79000,65000,0.362,57000,2000,90000,87000,0.491,1.25307598,-0.531079336,0.467368732,-1.874313909,2.559403512
323,24,256,89,Female,0.20565,0.00132,57000,5000,76000,70000,0.351,55000,2000,84000,82000,0.447,1.096448628,-0.176371357,-0.119012236,-1.400850936,-0.070521762
324,24,256,89,Female,0.20616,0.00076,38000,33000,79000,45000,0.231,38000,4000,86000,82000,0.447,0.120221757,1.372552245,-0.969232091,-0.06291859,1.354155464
325,24,256,89,Female,0.13781,0.00115,55000,11000,90000,79000,0.444,55000,2000,92000,89000,0.495,2.429424091,-0.411582204,0.384122567,-0.777987679,-0.751698709
326,24,256,89,Female,0.00064,0.00029,57000,35000,67000,32000,0.268,57000,2000,73000,70000,0.375,-0.890863161,2.373078421,-0.841762195,-0.508450204,-0.385871333
327,24,256,89,Female,0.05981,0.00458,17000,7000,128000,121000,0.444,16000,1000,133000,131000,0.596,5.76033594,-3.131000721,-0.846358458,3.275192134,-0.790071532
328,25,265,216,Female,0.06276,0.00195,32000,8000,65000,57000,0.349,39000,2000,83000,80000,0.486,-0.281337845,-0.674976276,0.003461746,0.259700107,-0.057233178
329,25,265,216,Female,0.1454,0.00112,36000,13000,71000,58000,0.31,38000,2000,79000,76000,0.446,-0.316185436,-0.231919546,-0.426385942,-0.370932377,0.306529718
330,25,265,216,Female,0.08942,0.00114,36000,7000,70000,62000,0.351,33000,2000,83000,80000,0.462,-0.081284936,-0.818342907,-0.331519574,0.021673621,-0.123994518
331,25,265,216,Female,0.09766,0.00181,55000,20000,74000,54000,0.31,55000,17000,77000,60000,0.382,-0.795012686,2.14144524,0.296300547,-0.685540507,-1.194550121
332,26,216,265,Female,0.1166,0.00166,54000,4000,79000,74000,0.394,41000,1000,84000,83000,0.531,1.311315838,-0.991202583,0.416717221,-0.352584452,-0.481090341
333,26,216,265,Female,0.1166,0.00176,54000,4000,79000,74000,0.404,41000,1000,84000,83000,0.531,1.334229538,-1.014833327,0.499390559,-0.320544378,-0.491631565
334,27,273,274,Female,0.16878,0.00102,29000,13000,70000,57000,0.31,26000,2000,74000,71000,0.433,-0.960337429,-0.580390091,-0.456823729,-0.161170924,0.577997167
335,27,273,274,Female,0.19285,0.00338,41000,24000,70000,45000,0.326,38000,4000,76000,71000,0.467,-0.529607795,0.733989512,0.525863677,0.319511438,1.006008766
336,28,237,209,Male,0.0663,0.00097,48000,5000,65000,60000,0.322,55000,4000,68000,64000,0.406,-0.983031869,0.099606237,-0.092595582,-1.297031697,-1.085122089
337,28,237,209,Male,0.1166,0.00181,49000,10000,68000,58000,0.334,49000,2000,76000,73000,0.459,-0.156980235,0.022668624,0.117820811,-0.667390997,-0.196657963
338,28,237,209,Male,0.09348,0.00141,55000,11000,68000,57000,0.341,55000,4000,70000,65000,0.406,-0.595564712,0.555769832,0.116167058,-1.140384932,-0.823758759
339,28,237,209,Male,0.10359,0.00323,54000,4000,71000,67000,0.382,32000,2000,74000,71000,0.471,-0.0652784,-0.813360802,0.517405619,0.178785026,-0.501867336
340,28,237,209,Male,0.12117,0.00139,48000,20000,74000,54000,0.336,49000,4000,76000,71000,0.439,-0.133184908,0.741329975,0.082766528,-0.584084344,-0.176885513
341,28,237,209,Male,0.10112,0.0036,55000,5000,76000,70000,0.34,51000,4000,76000,71000,0.405,0.139086994,-0.023081535,0.05289064,-0.367959087,-1.016777838
342,28,237,209,Male,0.10837,0.00181,54000,13000,65000,52000,0.316,54000,4000,74000,70000,0.411,-0.562361919,0.766214009,-0.061141762,-0.860976488,-0.335793155
343,28,237,209,Male,0.10022,0.00159,41000,23000,71000,48000,0.33,39000,2000,76000,73000,0.436,-0.513233041,0.536350561,-0.148794361,0.061940346,0.214490328
344,29,224,8919,Male,0.20326,0.00089,58000,16000,86000,70000,0.352,55000,4000,89000,84000,0.463,1.725301374,0.493498534,-0.114524851,-1.144340074,-0.086747919
345,30,238,276,Female,0.01019,0.00955,30000,26000,65000,39000,0.214,30000,26000,65000,39000,0.229,-4.059796712,2.977683722,0.324283562,2.836422285,-1.300985406
346,30,238,276,Female,0.17749,0.00138,57000,10000,65000,55000,0.323,55000,2000,77000,74000,0.459,0.027193218,0.386837133,0.132647657,-1.302014081,0.22441572
347,30,238,276,Female,0.37909,0.00241,24000,4000,67000,62000,0.325,21000,1000,80000,79000,0.504,-0.295798519,-1.551188503,0.218538324,-0.379113918,2.334275043
348,31,238,277,Female,0.30779,0.0015,19000,13000,70000,57000,0.27,41000,4000,80000,76000,0.452,-0.567409515,-0.268904488,-0.309457236,-0.861162017,1.611071063
349,31,238,277,Female,0.36292,0.00106,41000,11000,77000,65000,0.377,41000,2000,80000,77000,0.484,0.681541554,-0.545774427,0.500434038,-1.436496892,1.456700386
350,31,238,277,Female,0.32704,0.00126,21000,17000,54000,36000,0.255,20000,4000,77000,73000,0.458,-1.826313209,-0.029921988,-0.306983132,-0.226974458,2.753788258
351,31,238,277,Female,0.18124,0.00338,20000,5000,71000,65000,0.368,43000,2000,82000,79000,0.492,-0.015800235,-1.184490825,0.513327357,0.064782038,0.518202253
352,31,238,277,Female,0.44599,0.00307,42000,7000,74000,67000,0.33,38000,2000,83000,80000,0.495,0.761493164,-0.705353258,0.500949599,-1.090472254,2.24877655
353,31,238,277,Female,0.24038,0.00165,36000,5000,74000,68000,0.376,20000,2000,83000,80000,0.458,0.178907249,-1.343771609,-0.110054212,-0.061019479,0.83986585
354,31,238,277,Female,0.02325,0.00226,17000,8000,67000,58000,0.323,20000,4000,79000,74000,0.464,-1.247600275,-1.123351438,-0.321693573,1.181785668,-0.210748629
355,31,238,277,Female,0.23884,0.00401,41000,10000,73000,62000,0.355,39000,2000,90000,87000,0.505,0.920666472,-0.512538756,0.414703635,0.324249857,1.151808482
356,31,238,277,Female,0.38272,0.0023,36000,11000,62000,51000,0.341,36000,2000,86000,83000,0.47,0.044536599,-0.338898368,0.244286213,-0.755911667,2.484423297
357,31,238,277,Female,0.30178,0.00297,38000,7000,71000,64000,0.348,39000,4000,77000,73000,0.431,-0.187884564,-0.488642789,0.322306443,-0.721920536,0.992584747
358,31,238,277,Female,0.29431,0.00185,21000,7000,68000,61000,0.297,41000,4000,77000,73000,0.452,-0.698082158,-0.664210348,-0.023390011,-0.94108462,1.254507735
359,31,238,277,Female,0.19033,0.00154,58000,19000,74000,55000,0.347,58000,4000,79000,74000,0.438,0.460029929,1.038096227,0.264297768,-1.175076191,0.125519682
360,31,238,277,Female,0.42346,0.00163,19000,5000,60000,54000,0.294,41000,2000,79000,76000,0.476,-0.726201996,-0.846268095,0.160477385,-1.490719346,2.622200225
361,31,238,277,Female,0.42837,0.00173,60000,29000,77000,48000,0.345,42000,2000,77000,74000,0.442,0.603859074,1.216904838,0.46197447,-1.359744364,2.319031548
362,31,238,277,Female,0.47214,0.00126,43000,21000,77000,55000,0.35,43000,4000,79000,74000,0.423,0.364147703,0.547400903,0.336041486,-1.751440863,2.35884561
363,31,238,277,Female,0.42824,0.00292,41000,16000,71000,55000,0.335,39000,2000,80000,77000,0.472,0.269696133,-0.011175251,0.553248546,-0.946614069,2.454642938
364,31,238,277,Female,0.43332,0.00335,36000,13000,71000,58000,0.299,36000,2000,80000,77000,0.455,0.037316899,-0.247805173,0.196376143,-0.786475102,2.494060551
365,32,279,238,Female,0.00759,0.00187,45000,1000,82000,80000,0.436,10000,1000,92000,90000,0.519,1.287917211,-2.106656495,-0.133016913,1.436341369,-0.911986083
366,32,279,238,Female,0.1155,0.0015,55000,5200,69100,63800,0.51,55600,3500,73200,69700,0.6,0.738970164,-0.696189569,2.402832833,-1.080190717,-0.689816503
367,32,279,238,Female,0.1699,0.0018,62600,4100,73200,69100,0.57,53300,2900,84300,81400,0.674,2.1623545,-1.063997131,2.954454857,-0.870084433,-0.19536098
368,32,279,238,Female,0.06754,0.00112,57000,20000,71000,51000,0.291,54000,2000,74000,71000,0.439,-0.214958844,1.040664316,-0.287190777,-0.73889371,-0.461835484
369,33,238,279,Female,0.28864,0.00262,46000,20000,64000,43000,0.346,54000,1000,96000,95000,0.561,1.300161095,0.564921329,0.666017289,-0.378290856,2.276702856
370,33,238,279,Female,0.21563,0.00112,30000,16000,67000,51000,0.325,54000,4000,86000,82000,0.462,0.038142111,0.331414169,-0.031956529,-0.883127005,1.000512708
371,33,238,279,Female,0.15897,0.0011,55000,19000,76000,57000,0.324,55000,5000,80000,74000,0.447,0.404766906,0.988428157,0.030350949,-1.024460164,-0.105841523
372,33,238,279,Female,0.185,0.0011,54000,24000,76000,51000,0.369,54000,4000,83000,79000,0.461,0.733841386,1.096768072,0.331899811,-0.842100569,0.409777082
373,33,238,279,Female,0.14003,0.00143,58000,20000,79000,58000,0.353,35000,2000,87000,84000,0.497,1.080132107,0.305141508,-0.040881001,0.099660172,0.319592432
374,33,238,279,Female,0.26414,0.00081,61000,26000,84000,58000,0.349,57000,2000,87000,84000,0.491,1.747792362,1.10490784,0.205281515,-1.274025595,0.86422161
375,34,278,275,Male,0.03694,0.0009,19000,8000,71000,62000,0.365,19000,2000,93000,90000,0.471,0.032292564,-1.428295878,-0.778711954,1.09637274,0.052789897
376,34,278,275,Male,0.04305,0.00538,38000,8000,74000,65000,0.37,39000,2000,93000,90000,0.455,0.77694565,-0.636456187,-0.012007778,1.571520073,-0.305043887
377,34,278,275,Male,0.01757,0.00159,55000,13000,79000,65000,0.363,19000,4000,90000,86000,0.452,0.727756186,-0.328270641,-0.650097124,1.10519494,-0.697060859
378,34,278,275,Male,0.05981,0.00229,57000,2000,77000,74000,0.395,57000,1000,79000,77000,0.457,0.904880185,-0.552743226,0.303883014,-0.763335098,-1.353577755
379,34,278,275,Male,0.05998,0.00206,57000,2000,77000,74000,0.39,57000,1000,79000,77000,0.457,0.893670341,-0.542652789,0.237670023,-0.835620074,-1.354184107
380,34,278,275,Male,0.21128,0.00139,32000,11000,71000,60000,0.364,29000,1000,77000,76000,0.457,-0.297696737,-0.866658042,0.018606504,-0.289408887,0.815209467
381,34,278,275,Male,0.06745,0.00118,54000,2000,73000,70000,0.369,58000,1000,82000,80000,0.458,0.789685436,-0.458673086,-0.065257849,-1.06273236,-1.062725531
382,34,278,275,Male,0.09207,0.00152,54000,2000,67000,64000,0.363,55000,1000,98000,96000,0.501,1.524030709,-0.440169396,-0.242209432,-0.486455512,-0.139721083
383,34,278,275,Male,0.09664,0.00169,52000,19000,76000,57000,0.356,52000,2000,130000,127000,0.495,3.527556649,0.583205944,-1.28347195,0.910179491,0.909742742
384,34,278,275,Male,0.2449,0.00198,24000,5000,71000,65000,0.36,20000,2000,77000,74000,0.435,-0.646793138,-1.452016951,-0.106723829,-0.049476381,0.948837115
385,34,278,275,Male,0.05277,0.00132,20000,11000,30000,19000,0.254,20000,2000,71000,68000,0.373,-3.779921053,0.017897703,-0.951364009,0.595998974,1.329706599
386,34,278,275,Male,0.05277,0.00132,20000,11000,30000,19000,0.254,20000,2000,71000,68000,0.373,-3.779921053,0.017897703,-0.951364009,0.595998974,1.329706599
387,34,278,275,Male,0.03831,0.00144,20000,11000,30000,19000,0.254,20000,2000,71000,68000,0.372,-3.799010487,0.021502586,-0.960450427,0.692702825,1.231118751
388,34,278,275,Male,0.17638,0.0009,42000,27000,71000,43000,0.341,55000,1000,99000,98000,0.485,1.332924677,1.00418482,-0.363136605,-0.266011853,1.364814198
389,34,278,275,Male,0.05742,0.00179,21000,2000,76000,73000,0.384,20000,1000,96000,95000,0.491,0.769668739,-2.022864562,-0.623070413,1.178374636,-0.077244128
390,34,278,275,Male,0.01036,0.00079,52000,7000,71000,64000,0.361,51000,4000,76000,71000,0.437,-0.124959321,-0.018080107,-0.045242523,-0.740825843,-1.454546744
391,34,278,275,Male,0.10094,0.00272,52000,20000,67000,46000,0.299,52000,1000,74000,73000,0.472,-0.32150752,0.84754022,0.199342485,-0.211158406,0.204620536
392,34,278,275,Male,0.07462,0.00122,57000,17000,71000,54000,0.321,55000,8000,76000,67000,0.429,-0.33500794,1.250486048,0.127771372,-0.823115797,-0.872617412
393,34,278,275,Male,0.18905,0.00108,55000,16000,74000,58000,0.332,61000,5000,86000,80000,0.439,0.792052852,0.953379812,-0.070564113,-1.290870088,0.105267536
394,34,278,275,Male,0.1629,0.00079,55000,26000,76000,49000,0.302,61000,11000,79000,67000,0.418,-0.118337088,2.155012463,0.143769251,-1.230430072,-0.245006515
395,34,278,275,Male,0.07172,0.00101,62000,10000,87000,77000,0.375,62000,8000,77000,68000,0.421,0.868417931,0.593244519,0.243062624,-1.355348795,-2.002157697
396,34,278,275,Male,0.14865,0.00137,61000,21000,76000,54000,0.323,60000,8000,77000,68000,0.44,0.174279676,1.602938991,0.348993768,-1.158107118,-0.426649272
397,34,278,275,Male,0.00456,0.00228,61000,16000,73000,57000,0.344,61000,5000,114000,108000,0.461,2.373474156,1.095686954,-0.826940762,0.555561707,-0.480890028
398,34,278,275,Male,0.19814,0.0007,20000,13000,60000,46000,0.26,20000,2000,76000,73000,0.426,-1.711053926,-0.528042621,-0.889303627,-0.028228661,1.449156261
